TotalTime;Phase;PhaseTime;Vel;Acc
382;Phase 1;382;25.03424;0
383;Phase 1;383;25.03424;0.044704
384;Phase 1;384;25.078944;0.134112
385;Phase 1;385;25.213056;0.134112
386;Phase 1;386;25.347168;0.089408
387;Phase 1;387;25.436576;0.089408
388;Phase 1;388;25.525984;0.089408
389;Phase 1;389;25.615392;0.044704
390;Phase 1;390;25.660096;0
391;Phase 1;391;25.660096;-0.089408
392;Phase 1;392;25.570688;-0.089408
393;Phase 1;393;25.48128;-0.044704
394;Phase 1;394;25.436576;-0.134112
395;Phase 1;395;25.302464;-0.134112
396;Phase 1;396;25.168352;-0.089408
397;Phase 1;397;25.078944;0.134112
398;Phase 1;398;25.213056;0.134112
399;Phase 1;399;25.347168;0.178816
400;Phase 1;400;25.525984;0.178816
401;Phase 1;401;25.7048;0.134112
402;Phase 1;402;25.838912;0.089408
403;Phase 1;403;25.92832;0
404;Phase 1;404;25.92832;0
405;Phase 1;405;25.92832;0
406;Phase 1;406;25.92832;0
407;Phase 1;407;25.92832;0
408;Phase 1;408;25.92832;-0.044704
409;Phase 1;409;25.883616;-0.044704
410;Phase 1;410;25.838912;-0.044704
411;Phase 1;411;25.794208;0
412;Phase 1;412;25.794208;0.044704
413;Phase 1;413;25.838912;0.044704
414;Phase 1;414;25.883616;0.044704
415;Phase 1;415;25.92832;0.044704
416;Phase 1;416;25.973024;0.134112
417;Phase 1;417;26.107136;0.22352
418;Phase 1;418;26.330656;0.089408
419;Phase 1;419;26.420064;0.134112
420;Phase 1;420;26.554176;0.178816
421;Phase 1;421;26.732992;0.044704
422;Phase 1;422;26.777696;0
423;Phase 1;423;26.777696;-0.044704
424;Phase 1;424;26.732992;-0.089408
425;Phase 1;425;26.643584;-0.089408
426;Phase 1;426;26.554176;-0.089408
427;Phase 1;427;26.464768;-0.044704
428;Phase 1;428;26.420064;-0.044704
429;Phase 1;429;26.37536;-0.044704
430;Phase 1;430;26.330656;-0.089408
431;Phase 1;431;26.241248;-0.044704
432;Phase 1;432;26.196544;-0.044704
433;Phase 1;433;26.15184;-0.044704
434;Phase 1;434;26.107136;0
435;Phase 1;435;26.107136;-0.044704
436;Phase 1;436;26.062432;-0.044704
437;Phase 1;437;26.017728;-0.044704
438;Phase 1;438;25.973024;-0.044704
439;Phase 1;439;25.92832;-0.044704
440;Phase 1;440;25.883616;0
441;Phase 1;441;25.883616;0
442;Phase 1;442;25.883616;0
443;Phase 1;443;25.883616;0
444;Phase 1;444;25.883616;0.044704
445;Phase 1;445;25.92832;0.044704
446;Phase 1;446;25.973024;0
447;Phase 1;447;25.973024;0.044704
448;Phase 1;448;26.017728;0
449;Phase 1;449;26.017728;0
450;Phase 1;450;26.017728;-0.044704
451;Phase 1;451;25.973024;-0.044704
452;Phase 1;452;25.92832;0
453;Phase 1;453;25.92832;0
454;Phase 1;454;25.92832;0
455;Phase 1;455;25.92832;0
456;Phase 1;456;25.92832;0
457;Phase 1;457;25.92832;-0.044704
458;Phase 1;458;25.883616;0
459;Phase 1;459;25.883616;0.044704
460;Phase 1;460;25.92832;0.044704
461;Phase 1;461;25.973024;0
462;Phase 1;462;25.973024;0.044704
463;Phase 1;463;26.017728;0.044704
464;Phase 1;464;26.062432;0
465;Phase 1;465;26.062432;0
466;Phase 1;466;26.062432;-0.044704
467;Phase 1;467;26.017728;-0.044704
468;Phase 1;468;25.973024;-0.044704
469;Phase 1;469;25.92832;-0.089408
470;Phase 1;470;25.838912;-0.134112
471;Phase 1;471;25.7048;-0.178816
472;Phase 1;472;25.525984;-0.044704
473;Phase 1;473;25.48128;-0.178816
474;Phase 1;474;25.302464;-0.22352
475;Phase 1;475;25.078944;-0.044704
476;Phase 1;476;25.03424;-0.089408
477;Phase 1;477;24.944832;-0.134112
478;Phase 1;478;24.81072;-0.134112
479;Phase 1;479;24.676608;-0.044704
480;Phase 1;480;24.631904;-0.044704
481;Phase 1;481;24.5872;-0.044704
482;Phase 1;482;24.542496;0
483;Phase 1;483;24.542496;0
484;Phase 1;484;24.542496;0
485;Phase 1;485;24.542496;0
486;Phase 1;486;24.542496;0
487;Phase 1;487;24.542496;0.044704
488;Phase 1;488;24.5872;0
489;Phase 1;489;24.5872;0
490;Phase 1;490;24.5872;0
491;Phase 1;491;24.5872;0
492;Phase 1;492;24.5872;0
493;Phase 1;493;24.5872;0.044704
494;Phase 1;494;24.631904;0
495;Phase 1;495;24.631904;-0.044704
496;Phase 1;496;24.5872;-0.044704
497;Phase 1;497;24.542496;0
498;Phase 1;498;24.542496;-0.044704
499;Phase 1;499;24.497792;-0.044704
500;Phase 1;500;24.453088;-0.044704
501;Phase 1;501;24.408384;-0.089408
502;Phase 1;502;24.318976;-0.044704
503;Phase 1;503;24.274272;0
504;Phase 1;504;24.274272;-0.044704
505;Phase 1;505;24.229568;-0.044704
506;Phase 1;506;24.184864;0
507;Phase 1;507;24.184864;0
508;Phase 1;508;24.184864;-0.044704
509;Phase 1;509;24.14016;0
510;Phase 1;510;24.14016;0
511;Phase 1;511;24.14016;0
512;Phase 1;512;24.14016;0
