Cycle;meanVel;maxVel;minVel;stdVel;maxAccel;maxDecel;stdAccel;stdDecel;meanAccel;meanDecel;rAccel;rDecel;rStop;stopCnt;meanStopDur;meanGear;gearChg
7;4.856169872;12.22222222;0;3.525452115;2.361111111;-2.361111111;0.506972878;0.54176462;0.708656331;-0.699810606;0.415458937;0.425120773;0.125603865;8;3.25;1.466346154;14
8;6.433192432;15.51666667;0;4.930188018;2.188888889;-2.169444444;0.635615392;0.613490629;0.987326389;-1.052944444;0.467153285;0.364963504;0.145985401;4;5;1.731884058;17
8;6.281038647;15.51666667;0;4.951717473;2.502777778;-2.541666667;0.661412033;0.650017538;1.09454023;-1.110526316;0.423357664;0.416058394;0.145985401;4;5;1.710144928;18
8;6.589613526;15.51666667;0;5.113538471;2.502777778;-2.541666667;0.65570205;0.658188532;0.997446237;-1.099946581;0.452554745;0.379562044;0.145985401;4;5;1.797101449;16
8;7.288224638;15.51666667;0;4.841496629;2.502777778;-2.541666667;0.661255497;0.673376676;0.994713262;-1.069047619;0.452554745;0.408759124;0.109489051;3;5;1.898550725;19
8;6.723168277;15.51666667;0;4.942176155;2.502777778;-2.541666667;0.672328993;0.662076283;0.950471698;-1.031693989;0.386861314;0.445255474;0.145985401;4;5;1.833333333;18
8;6.746316425;14.10833333;0;4.67747627;2.502777778;-2.541666667;0.67343652;0.652199844;1.039548023;-0.948958333;0.430656934;0.408759124;0.138686131;4;4.75;1.847826087;19
8;6.499919485;14.10833333;0;4.610841215;2.502777778;-2.541666667;0.708218491;0.672723826;1.049305556;-0.984587814;0.379562044;0.452554745;0.145985401;4;5;1.797101449;18
8;7.287862319;14.10833333;0;4.411980317;2.502777778;-2.541666667;0.684507513;0.634328674;1.081051587;-0.872495446;0.408759124;0.445255474;0.109489051;3;5;1.920289855;18
8;6.482950886;13.8;0;4.393666812;2.502777778;-2.541666667;0.678007112;0.679010505;1.102983539;-0.988009259;0.394160584;0.437956204;0.145985401;4;5;1.797101449;18
8;7.27105475;13.8;0;4.347625999;2.463888889;-2.486111111;0.657484512;0.623758817;0.996767677;-0.936022928;0.401459854;0.459854015;0.109489051;3;5;1.934782609;19
9;10.92501998;23.26388889;0;7.583564004;2.877777778;-2.602777778;0.676497867;0.636454641;0.919731801;-0.872037037;0.420289855;0.434782609;0.108695652;3;5;2.316546763;14
9;10.80019984;23.26388889;0;7.431454749;2.877777778;-2.602777778;0.63745263;0.637504121;0.894292929;-0.889417989;0.398550725;0.456521739;0.072463768;2;5;2.28057554;13
9;9.261131095;20.31388889;0;6.574727983;2.877777778;-2.697222222;0.686780853;0.67277526;0.940909091;-0.964021164;0.398550725;0.456521739;0.072463768;2;5;2.057553957;14
9;7.857553957;19.43333333;0;5.694937599;2.877777778;-2.711111111;0.685117603;0.732312504;0.988135593;-1.035546139;0.427536232;0.427536232;0.072463768;2;5;1.863309353;15
9;8.501558753;19.43333333;0;5.874794788;2.877777778;-2.711111111;0.673420591;0.711754599;1.039453125;-1.004242424;0.463768116;0.398550725;0.072463768;2;5;1.971223022;15
9;11.25409672;27.76666667;0;7.673039046;2.408333333;-2.711111111;0.584132301;0.716557878;0.941384863;-0.993464052;0.5;0.369565217;0.036231884;1;5;2.381294964;15
9;12.14574341;27.76666667;0;8.511719739;2.408333333;-2.711111111;0.602466518;0.694706902;0.927222222;-0.999022634;0.471014493;0.391304348;0.036231884;1;5;2.539568345;16
9;13.26528777;27.76666667;0;8.7625764;2.408333333;-2.711111111;0.602466518;0.717778877;0.927222222;-0.902324263;0.471014493;0.355072464;0.028985507;1;4;2.697841727;16
9;14.97326139;27.76666667;1.911111111;7.422812483;2.408333333;-2.711111111;0.611422864;0.682271854;0.943951613;-0.936205273;0.449275362;0.427536232;0;0;0;2.935251799;17
9;14.5503797;27.76666667;0;7.98326565;2.491666667;-2.711111111;0.650795484;0.639720154;0.949199623;-0.910344828;0.427536232;0.420289855;0.036231884;1;5;2.884892086;17
10;16.42047105;31.605728;0;10.06585521;3.755136;-2.592832;0.900897745;0.741516289;1.077664427;-0.93726861;0.449101796;0.353293413;0.125748503;3;7;3.178571429;20
10;21.38820305;31.605728;0;8.659617506;3.755136;-2.503424;0.823267562;0.598567318;0.872018286;-0.726026074;0.461077844;0.323353293;0.053892216;2;4.5;3.946428571;16
10;23.36635505;31.605728;0;8.307472638;3.084576;-2.503424;0.77610349;0.584891264;0.606484267;-0.690260068;0.359281437;0.353293413;0.047904192;1;8;4.273809524;10
10;27.565604;33.483296;17.345152;2.538568083;1.877568;-1.072896;0.303736716;0.250843678;0.348570378;-0.327829333;0.443113772;0.215568862;0;0;0;4.857142857;4
10;29.94768857;35.897312;25.92832;2.521892502;1.251712;-1.430528;0.203478434;0.313906927;0.294139362;-0.4034536;0.413173653;0.239520958;0;0;0;5;0
10;30.66907276;35.897312;27.627072;2.303050792;1.251712;-1.430528;0.203503115;0.291039101;0.283802667;-0.36576;0.395209581;0.263473054;0;0;0;5;0
10;31.42478324;35.897312;27.314144;1.833349102;1.251712;-1.475232;0.204622221;0.312178637;0.289179;-0.368597132;0.383233533;0.317365269;0;0;0;5;0
10;27.89582819;35.897312;0;7.783083796;0.44704;-3.084576;0.081419285;0.603872452;0.205232;-0.603504;0.263473054;0.443113772;0.02994012;1;5;4.636904762;4
10;21.02152381;32.723328;0;11.63684272;2.548128;-3.084576;0.869503783;0.782627557;0.819573333;-0.891787487;0.28742515;0.467065868;0.047904192;1;8;3.75;16
10;14.88962514;31.73984;0;10.86420446;2.995168;-3.084576;0.959559777;0.839142604;1.42426944;-1.154596414;0.299401198;0.520958084;0.095808383;2;8;2.982142857;25
11;13.69354839;24.94444444;0;6.631767955;1.666666667;-1.472222222;0.389483837;0.444807462;0.52979798;-0.680555555;0.594594595;0.27027027;0.021621622;1;4;2.666666667;13
