Artemis Motorway (130) Cycle
Update 17/11/2000

DieselNet.com, 2018.02
https://dieselnet.com/standards/cycles/artemis.php

Time	Speed
s	km/h

1	0	----> Pre-Cycle (urban and road conditions)
2	0
3	0
4	0
5	0
6	0
7	2.4
8	2.9
9	5.3
10	11.5
11	16.8
12	19.7
13	21.1
14	24.5
15	26.9
16	28.3
17	28.3
18	27.9
19	27.9
20	29.8
21	31.2
22	32.2
23	32.7
24	33.1
25	36
26	40.3
27	40.8
28	40.3
29	37.9
30	36.5
31	34.1
32	30.7
33	24.5
34	15.8
35	8.6
36	4.3
37	1.4
38	0.5
39	0
40	0
41	0
42	0
43	0
44	0.5
45	5.8
46	12.5
47	18.3
48	21.1
49	25
50	29.3
51	35.5
52	40.8
53	44.7
54	45.6
55	46.1
56	48
57	48
58	47.5
59	49.5
60	50
61	51.9
62	53.3
63	54.8
64	57.6
65	56.2
66	55.2
67	53.8
68	52.8
69	50.9
70	48.5
71	42.3
72	36
73	31.7
74	29.8
75	32.2
76	35.5
77	38.9
78	43.2
79	46.1
80	49
81	50.4
82	50.4
83	49
84	46.6
85	46.1
86	46.1
87	46.8
88	46.8
89	46.1
90	46.1
91	44.6
92	43.9
93	46.1
94	47.5
95	49.7
96	52.6
97	54
98	54
99	51.8
100	47.5
101	44.6
102	41.8
103	39.6
104	38.2
105	36.7
106	38.2
107	38.9
108	40.3
109	41.8
110	40.3
111	40.3
112	43.2
113	46.1
114	50.4
115	54.7
116	59
117	62.6
118	66.2
119	69.1
120	73.4
121	77
122	79.2
123	79.2
124	80.6
125	79.9
126	79.2
127	77.8
128	77.8
129	77
130	78.5
131	79.2
132	81.4
133	82.1
134	83.5
135	84.2
136	84.2
137	81.4
138	79.9
139	78.5
140	77.8
141	79.9
142	81.4
143	83.5
144	86.4
145	87.8
146	90
147	92.2
148	94.3
149	95.8
150	97.9
151	99.4
152	101.5
153	103
154	103
155	101.5
156	97.2
157	94.3
158	92.9
159	91.4
160	92.2
161	93.6
162	95
163	96.5
164	97.9
165	97.9
166	98.6
167	100.8
168	100.8
169	102.2
170	102.2
171	103
172	103.7
173	104.8
174	104.8
175	104.8
176	104.8
177	104.8	----> Start of the Motorway Part of the Cycle. Sub-Cycle: Motorway 1
178	105.8
179	107.2
180	107.7
181	108.7
182	109.2
183	110.2
184	110.2
185	110.7
186	110.2
187	110.2
188	110.2
189	110.2
190	110.7
191	110.7
192	110.7
193	111.2
194	111.2
195	111.2
196	111.7
197	112.2
198	113.2
199	113.2
200	114.2
201	114.2
202	114.7
203	115.1
204	114.7
205	114.7
206	114.7
207	114.2
208	114.2
209	113.7
210	113.7
211	113.2
212	112.7
213	112.7
214	112.2
215	112.7
216	111.7
217	111.7
218	111.7
219	110.7
220	110.2
221	109.7
222	109.2
223	108.7
224	108.2
225	107.7
226	107.2
227	107.2
228	106.7
229	106.7
230	106.7
231	106.3
232	106.3
233	106.3
234	106.3
235	107.7
236	109.2
237	111.7
238	113.2
239	115.6
240	117.6
241	120.1
242	122.1
243	123.5
244	124.5
245	125.5
246	126
247	127
248	127
249	128
250	128
251	128
252	128
253	128
254	128.5
255	128.5
256	128.5
257	128.5
258	128.5
259	128.5
260	126
261	123.1
262	121.1
263	120.6
264	120.1
265	119.6
266	119.6
267	119.6
268	119.6
269	119.6
270	119.6
271	120.1
272	119.6
273	120.6
274	120.1
275	120.6
276	120.1
277	119.6
278	120.1
279	121.1
280	122.1
281	123.1
282	124.1
283	125.1
284	126.1
285	127.1
286	128.1
287	128.1
288	129.1
289	130.1
290	130.1
291	130.6
292	131.1
293	131.1
294	131.1
295	131.1
296	130.6
297	130.6
298	130.1
299	130.1
300	129.6
301	129.6
302	129.1
303	128.6
304	129.1
305	128.1
306	128.1
307	127.6
308	127.1
309	127.1
310	126.6
311	126.1
312	125.6
313	125.1
314	125.1
315	124.1
316	123.6
317	123.6
318	123.1
319	122.6
320	123.1
321	123.6
322	123.6
323	124.1
324	124.1
325	124.1
326	124.6
327	124.6
328	124.6
329	125.1
330	124.6
331	125.1
332	124.6
333	125.1
334	125.1
335	125.1
336	124.6
337	123.6
338	123.1
339	121.6
340	120.1
341	120.6
342	120.6
343	121.1
344	121.1
345	121.6
346	121.1
347	121.1
348	121.6
349	122.6
350	122.6
351	123.6
352	124.1
353	124.6
354	125.1
355	125.1
356	125.6
357	125.6
358	125.6
359	126.7
360	126
361	126
362	126.7
363	126
364	127.4
365	126.7
366	126.7
367	127.4
368	126.7
369	127.4
370	126.7
371	126.7
372	127.4
373	126.7
374	126.7
375	126.7
376	126.7
377	126.7
378	126.7
379	126
380	126
381	126.7
382	125.3
383	126
384	125.3
385	126
386	125.3
387	125.3
388	126
389	125.3
390	126
391	126
392	126
393	126.7
394	126
395	126.7
396	126.7
397	126.7
398	127.4
399	127.4
400	128.2
401	128.2
402	128.2
403	128.9
404	128.9
405	128.9
406	128.9
407	128.9
408	128.9
409	128.9
410	128.9
411	129.6
